id,win_team
0,0.6986039
1,0.90570176
2,0.56733453
3,0.29335108
4,0.22207125
5,0.72848207
6,0.17372835
7,0.47538885
8,0.898546
9,0.18017654
10,0.5254287
11,0.6958195
12,0.9111019
13,0.3246815
14,0.34158546
15,0.55424255
16,0.8670887
17,0.73095614
18,0.57957864
19,0.9226194
20,0.6629102
21,0.28132907
22,0.17506263
23,0.33147642
24,0.58697677
25,0.64077604
26,0.88039297
27,0.6300389
28,0.2840109
29,0.5946247
30,0.45572126
31,0.75839424
32,0.6639554
33,0.3530721
34,0.92182726
35,0.64120185
36,0.45703492
37,0.38552913
38,0.5441061
39,0.35482058
40,0.2020656
41,0.83975554
42,0.28639105
43,0.8652738
44,0.6322103
45,0.6707077
46,0.6443076
47,0.9287619
48,0.40355468
49,0.26960957
50,0.52336895
51,0.32946125
52,0.6704563
53,0.29810214
54,0.19047265
55,0.6645694
56,0.70884025
57,0.52694154
58,0.601497
59,0.7706161
60,0.44376412
61,0.6493997
62,0.15340248
63,0.41334993
64,0.29706648
65,0.67322224
66,0.27655485
67,0.61924815
68,0.6753537
69,0.1730103
70,0.82593733
71,0.46262458
72,0.5637555
73,0.9175855
74,0.26189965
75,0.7849175
76,0.46820828
77,0.5084209
78,0.42626643
79,0.60343087
80,0.44064924
81,0.6541432
82,0.93323034
83,0.8777855
84,0.93455386
85,0.5749485
86,0.9182808
87,0.34760475
88,0.2864048
89,0.94369406
90,0.5357449
91,0.84958065
92,0.3006794
93,0.4080244
94,0.13002941
95,0.91242486
96,0.6183591
97,0.9054792
98,0.93449974
99,0.76375467
100,0.83406955
101,0.84607494
102,0.91353756
103,0.5592736
104,0.69559395
105,0.9121923
106,0.6756627
107,0.6967549
108,0.715599
109,0.51207185
110,0.43429735
111,0.43468192
112,0.92423815
113,0.6471078
114,0.93827474
115,0.84383065
116,0.5049455
117,0.14708799
118,0.4744788
119,0.52562857
120,0.9116334
121,0.24910207
122,0.4046852
123,0.26050138
124,0.61371374
125,0.89986837
126,0.122609265
127,0.92693263
128,0.71572053
129,0.6125053
130,0.6964515
131,0.38209555
132,0.575853
133,0.78272533
134,0.7707249
135,0.6597256
136,0.6456061
137,0.3779773
138,0.20186508
139,0.3728768
140,0.7653063
141,0.51736933
142,0.91984236
143,0.86615103
144,0.9001619
145,0.7563757
146,0.935534
147,0.43246293
148,0.45408863
149,0.82004434
150,0.66758025
151,0.47940728
152,0.5703623
153,0.62450594
154,0.7415304
155,0.72069407
156,0.79580975
157,0.58739424
158,0.6016986
159,0.37872982
160,0.5713734
161,0.90979457
162,0.92906195
163,0.6455605
164,0.589591
165,0.77604854
166,0.19652592
167,0.54408735
168,0.8920578
169,0.6924526
170,0.66292924
171,0.66648793
172,0.88967305
173,0.33389735
174,0.56291777
175,0.68813646
176,0.58615077
177,0.92585427
178,0.7125024
179,0.34302384
180,0.82044196
181,0.89245105
182,0.730362
183,0.5679455
184,0.42885974
185,0.7138754
186,0.1826466
187,0.28546736
188,0.6400625
189,0.79810387
190,0.5917452
191,0.9348459
192,0.74613965
193,0.6237195
194,0.86715215
195,0.15154684
196,0.1608826
197,0.7198907
198,0.9101684
199,0.80898523
200,0.56622654
201,0.6536648
202,0.504539
203,0.9174672
204,0.9098685
205,0.9388684
206,0.9206578
207,0.72190017
208,0.9498067
209,0.19585226
210,0.37303525
211,0.79485244
212,0.55206496
213,0.77502
214,0.9109011
215,0.744012
216,0.8120169
217,0.6923667
218,0.82240874
219,0.6405472
220,0.8359885
221,0.60419315
222,0.7002835
223,0.9042621
224,0.7575833
225,0.73188543
226,0.18095721
227,0.6913184
228,0.70737606
229,0.87102145
230,0.70370424
231,0.8784735
232,0.8512317
233,0.3971952
234,0.39844972
235,0.6394721
236,0.6837739
237,0.56944793
238,0.4741789
239,0.6272899
240,0.6628198
241,0.70274055
242,0.73493356
243,0.92249846
244,0.60637164
245,0.8344074
246,0.9166385
247,0.5626021
248,0.47561574
249,0.28651544
250,0.26304767
251,0.15244721
252,0.46363288
253,0.73603356
254,0.4031032
255,0.8396094
256,0.36594945
257,0.65289676
258,0.36700872
259,0.54368496
260,0.6568258
261,0.7143367
262,0.8524963
263,0.4693793
264,0.86008364
265,0.43887988
266,0.76539725
267,0.65422744
268,0.72069776
269,0.8771774
270,0.73023975
271,0.56457424
272,0.6300349
273,0.6814926
274,0.14880686
275,0.9067245
276,0.700258
277,0.44002596
278,0.1734893
279,0.41015837
280,0.41736072
281,0.45221123
282,0.9244148
283,0.6647327
284,0.5835192
285,0.72081757
286,0.6490217
287,0.55064696
288,0.832213
289,0.15708801
290,0.79606944
291,0.681873
292,0.9404913
293,0.7751046
294,0.66979545
295,0.36270866
296,0.7118541
297,0.744737
298,0.34262997
299,0.2626507
300,0.30917516
301,0.7659869
302,0.10337646
303,0.67413783
304,0.11771941
305,0.38888097
306,0.9306878
307,0.6827601
308,0.42572162
309,0.19619085
310,0.7051056
311,0.7106681
312,0.49913436
313,0.58057576
314,0.8010107
315,0.690231
316,0.7742431
317,0.60315996
318,0.6291697
319,0.63786656
320,0.69261134
321,0.62106436
322,0.62267286
323,0.3038193
324,0.5987727
325,0.19248798
326,0.8754724
327,0.74000686
328,0.6696407
329,0.6248952
330,0.6446336
331,0.81135523
332,0.30066177
333,0.69936603
334,0.5554461
335,0.26630428
336,0.85221434
337,0.8988589
338,0.8876684
339,0.47747198
340,0.67115974
341,0.5623744
342,0.48631155
343,0.8401741
344,0.5183101
345,0.59444577
346,0.626723
347,0.86608934
348,0.54251635
349,0.6576848
350,0.4252646
351,0.6420887
352,0.42343387
353,0.6710143
354,0.82053006
355,0.5127573
356,0.7180066
357,0.7088973
358,0.54846466
359,0.76716334
360,0.9173084
361,0.6432766
362,0.69545007
363,0.8978663
364,0.73643917
365,0.5352868
366,0.63807386
367,0.26279676
368,0.47523567
369,0.3039286
370,0.63732463
371,0.6565111
372,0.8038527
373,0.68980813
374,0.18965349
375,0.6011875
376,0.53159493
377,0.48909676
378,0.64868045
379,0.1617833
380,0.52274066
381,0.76846313
382,0.80622655
383,0.6622779
384,0.6148204
385,0.39929268
386,0.70857644
387,0.45548895
388,0.65467083
389,0.5694081
390,0.86429656
391,0.61991876
392,0.8659321
393,0.8351015
394,0.8993515
395,0.5400814
396,0.83768755
397,0.6255704
398,0.19375348
399,0.8317072
400,0.7183811
401,0.7276339
402,0.82672065
403,0.64343363
404,0.180581
405,0.8951732
406,0.6335385
407,0.72058815
408,0.68670106
409,0.5551913
410,0.68309593
411,0.83518076
412,0.53431875
413,0.68254185
414,0.4570041
415,0.57989573
416,0.6308282
417,0.15126632
418,0.1608826
419,0.651374
420,0.4777361
421,0.6757255
422,0.4365338
423,0.5036429
424,0.85324436
425,0.29492778
426,0.75213
427,0.6957348
428,0.30152628
429,0.53165
430,0.17458607
431,0.8357213
432,0.73697513
433,0.38017917
434,0.8859925
435,0.6140524
436,0.6462401
437,0.37735602
438,0.80037946
439,0.6732258
440,0.5344031
441,0.4915536
442,0.89370894
443,0.8365366
444,0.8657573
445,0.4610839
446,0.4193151
447,0.9214576
448,0.14119214
449,0.4566353
450,0.2858767
451,0.71903765
452,0.3541358
453,0.7538698
454,0.2205529
455,0.5532013
456,0.1842964
457,0.58647
458,0.71735173
459,0.36424989
460,0.9217967
461,0.8599047
462,0.61334455
463,0.85394025
464,0.70671505
465,0.72209823
466,0.6377551
467,0.9033776
468,0.8577435
469,0.44770226
470,0.7589051
471,0.7901681
472,0.14277773
473,0.24976514
474,0.7533528
475,0.6914104
476,0.73728955
477,0.16210271
478,0.28174925
479,0.79521406
480,0.8948909
481,0.92103106
482,0.6866703
483,0.926233
484,0.40841177
485,0.73560584
486,0.8446014
