,id,win_team
0,0.0,0.7318950891494751
1,1.0,0.9262182712554932
2,2.0,0.6862386465072632
3,3.0,0.36542055010795593
4,4.0,0.1860676258802414
5,5.0,0.5687321424484253
6,6.0,0.24830308556556702
7,7.0,0.42631518840789795
8,8.0,0.9206749200820923
9,9.0,0.20139175653457642
10,10.0,0.48932740092277527
11,11.0,0.6373516321182251
12,12.0,0.8808388710021973
13,13.0,0.42721518874168396
14,14.0,0.4501572251319885
15,15.0,0.6007875800132751
16,16.0,0.8539767265319824
17,17.0,0.7473394870758057
18,18.0,0.45680922269821167
19,19.0,0.9348682165145874
20,20.0,0.7396731376647949
21,21.0,0.33128708600997925
22,22.0,0.2191670835018158
23,23.0,0.22818470001220703
24,24.0,0.6063694357872009
25,25.0,0.6661186218261719
26,26.0,0.8672940731048584
27,27.0,0.7667751908302307
28,28.0,0.2161107361316681
29,29.0,0.5354870557785034
30,30.0,0.4036076068878174
31,31.0,0.8124151229858398
32,32.0,0.7243739366531372
33,33.0,0.38235732913017273
34,34.0,0.9497405290603638
35,35.0,0.5647401809692383
36,36.0,0.5641840100288391
37,37.0,0.39054280519485474
38,38.0,0.5200927257537842
39,39.0,0.3692915439605713
40,40.0,0.20710137486457825
41,41.0,0.8741408586502075
42,42.0,0.2775548994541168
43,43.0,0.8443382978439331
44,44.0,0.5449607372283936
45,45.0,0.7288826704025269
46,46.0,0.77324378490448
47,47.0,0.9510810375213623
48,48.0,0.34946098923683167
49,49.0,0.3278352916240692
50,50.0,0.45701029896736145
51,51.0,0.34777700901031494
52,52.0,0.7847258448600769
53,53.0,0.31666916608810425
54,54.0,0.19382034242153168
55,55.0,0.602339506149292
56,56.0,0.785767674446106
57,57.0,0.5079103708267212
58,58.0,0.6716213226318359
59,59.0,0.7736603617668152
60,60.0,0.4845900237560272
61,61.0,0.5881668329238892
62,62.0,0.10382413119077682
63,63.0,0.45452579855918884
64,64.0,0.23359829187393188
65,65.0,0.715129017829895
66,66.0,0.2716742157936096
67,67.0,0.7289400100708008
68,68.0,0.5946682691574097
69,69.0,0.23994742333889008
70,70.0,0.7650361061096191
71,71.0,0.5374919176101685
72,72.0,0.5405868887901306
73,73.0,0.9476603865623474
74,74.0,0.27443090081214905
75,75.0,0.7496929168701172
76,76.0,0.4580615162849426
77,77.0,0.49809730052948
78,78.0,0.4270496070384979
79,79.0,0.6350471377372742
80,80.0,0.4090840816497803
81,81.0,0.651200532913208
82,82.0,0.9487802982330322
83,83.0,0.8482167720794678
84,84.0,0.9526095390319824
85,85.0,0.678621768951416
86,86.0,0.9331321716308594
87,87.0,0.3979489207267761
88,88.0,0.25624513626098633
89,89.0,0.958332896232605
90,90.0,0.5045972466468811
91,91.0,0.8774494528770447
92,92.0,0.25456127524375916
93,93.0,0.3612615764141083
94,94.0,0.10223183780908585
95,95.0,0.928877055644989
96,96.0,0.6195468902587891
97,97.0,0.9177078008651733
98,98.0,0.9633097052574158
99,99.0,0.8163055181503296
100,100.0,0.7069375514984131
101,101.0,0.9011476635932922
102,102.0,0.9613363146781921
103,103.0,0.591483473777771
104,104.0,0.7769874334335327
105,105.0,0.9207854866981506
106,106.0,0.722393810749054
107,107.0,0.6079272627830505
108,108.0,0.6979052424430847
109,109.0,0.5820160508155823
110,110.0,0.507164478302002
111,111.0,0.3397296369075775
112,112.0,0.9288551807403564
113,113.0,0.6500296592712402
114,114.0,0.9205455183982849
115,115.0,0.8691855669021606
116,116.0,0.5001715421676636
117,117.0,0.15944766998291016
118,118.0,0.4792737662792206
119,119.0,0.41340258717536926
120,120.0,0.9349676370620728
