id,win_team
0,0.708983
1,0.9515528
2,0.610519
3,0.37830868
4,0.27451223
5,0.7428836
6,0.23613854
7,0.46814427
8,0.9190615
9,0.19993912
10,0.57112324
11,0.692364
12,0.9201088
13,0.38232926
14,0.40989417
15,0.5656255
16,0.8865371
17,0.752189
18,0.6777704
19,0.94494444
20,0.7598001
21,0.27906772
22,0.1835683
23,0.39606524
24,0.6805322
25,0.71152115
26,0.9163609
27,0.72253674
28,0.36029926
29,0.62332183
30,0.49668038
31,0.82578623
32,0.70834106
33,0.3276545
34,0.942626
35,0.7252999
36,0.50196564
37,0.36962283
38,0.60094905
39,0.39653695
40,0.26644745
41,0.8605431
42,0.31753674
43,0.858837
44,0.68406254
45,0.73396695
46,0.68403524
47,0.92011535
48,0.41760936
49,0.2399701
50,0.5314248
51,0.3255666
52,0.6881156
53,0.24976882
54,0.14564705
55,0.7938339
56,0.7206275
57,0.56379575
58,0.73590314
59,0.78176904
60,0.5106844
61,0.63295394
62,0.098143056
63,0.46288422
64,0.35132483
65,0.7132747
66,0.25505948
67,0.6355871
68,0.672225
69,0.12878507
70,0.84337604
71,0.44575518
72,0.5409969
73,0.9583988
74,0.299508
75,0.7679794
76,0.4841013
77,0.51930654
78,0.35758808
79,0.6689083
80,0.40661243
81,0.70554465
82,0.952785
83,0.87753433
84,0.95703775
85,0.65452975
86,0.92363375
87,0.36987966
88,0.21141349
89,0.97097856
90,0.564491
91,0.8354592
92,0.15941164
93,0.5485651
94,0.10083756
95,0.9244879
96,0.6121881
97,0.92420423
98,0.95885026
99,0.8666888
100,0.8500903
101,0.90558296
102,0.95197344
103,0.65519303
104,0.75702846
105,0.9346656
106,0.6202461
107,0.76899964
108,0.7342437
109,0.55533946
110,0.45967102
111,0.527708
112,0.9295034
113,0.60869604
114,0.93688524
115,0.842325
116,0.6033071
117,0.122121476
118,0.5735707
119,0.4403664
120,0.88495314
121,0.27058366
122,0.3842032
123,0.21477579
124,0.64988464
125,0.92086715
126,0.0964042
127,0.9566409
128,0.81917375
129,0.6064953
130,0.73761564
131,0.4006113
132,0.6326065
133,0.8246369
134,0.756752
135,0.58372843
136,0.6581683
137,0.26512912
138,0.12933415
139,0.26407996
140,0.7288026
141,0.44009683
142,0.9348183
143,0.8610775
144,0.9372008
145,0.7210312
146,0.92558956
147,0.37741268
148,0.457102
149,0.82489663
150,0.6407059
151,0.39817095
152,0.6011475
153,0.6517538
154,0.8260406
155,0.74429435
156,0.81626433
157,0.6410313
158,0.5730437
159,0.37716863
160,0.6126681
161,0.93380684
162,0.9204074
163,0.66673136
164,0.5677154
165,0.7891481
166,0.13882068
167,0.5590564
