id,win_team
0,0.7318951
1,0.9262183
2,0.68623865
3,0.36542055
4,0.18606763
5,0.56873214
6,0.24830309
7,0.4263152
8,0.9206749
9,0.20139176
10,0.4893274
11,0.63735163
12,0.8808389
13,0.4272152
14,0.45015723
15,0.6007876
16,0.8539767
17,0.7473395
18,0.45680922
19,0.9348682
20,0.73967314
21,0.3312871
22,0.21916708
23,0.2281847
24,0.60636944
25,0.6661186
26,0.8672941
27,0.7667752
28,0.21611074
29,0.53548706
30,0.4036076
31,0.8124151
32,0.72437394
33,0.38235733
34,0.9497405
35,0.5647402
36,0.564184
37,0.3905428
38,0.5200927
39,0.36929154
40,0.20710137
41,0.87414086
42,0.2775549
43,0.8443383
44,0.54496074
45,0.7288827
46,0.7732438
47,0.95108104
48,0.349461
49,0.3278353
50,0.4570103
51,0.347777
52,0.78472584
53,0.31666917
54,0.19382034
55,0.6023395
56,0.7857677
57,0.5079104
58,0.6716213
59,0.77366036
60,0.48459002
61,0.58816683
62,0.10382413
63,0.4545258
64,0.23359829
65,0.715129
66,0.27167422
67,0.72894
68,0.59466827
69,0.23994742
70,0.7650361
71,0.5374919
72,0.5405869
73,0.9476604
74,0.2744309
75,0.7496929
76,0.45806152
77,0.4980973
78,0.4270496
79,0.63504714
80,0.40908408
81,0.65120053
82,0.9487803
83,0.8482168
84,0.95260954
85,0.67862177
86,0.9331322
87,0.39794892
88,0.25624514
89,0.9583329
90,0.50459725
91,0.87744945
92,0.25456128
93,0.36126158
94,0.10223184
95,0.92887706
96,0.6195469
97,0.9177078
98,0.9633097
99,0.8163055
100,0.70693755
101,0.90114766
102,0.9613363
103,0.5914835
104,0.77698743
105,0.9207855
106,0.7223938
107,0.60792726
108,0.69790524
109,0.58201605
110,0.5071645
111,0.33972964
112,0.9288552
113,0.65002966
114,0.9205455
115,0.86918557
116,0.50017154
117,0.15944767
118,0.47927377
119,0.4134026
120,0.93496764
121,0.1954754
122,0.3761275
123,0.17431422
124,0.64470196
125,0.8736435
126,0.16182473
127,0.94871736
128,0.85640335
129,0.46753237
130,0.69139266
131,0.3794753
132,0.62854725
133,0.7957796
134,0.7470867
135,0.6260817
